linkedin,instagram,twitter,facebook,description,technographic,company_type,validation_status,input_domain
,https://www.instagram.com/secretbeautyspa,,https://www.facebook.com/secretbeautyri,,"{'font-scripts': ['Google Font API'], 'javascript-frameworks': ['jQuery']}","{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.secretbeautyri.com
,https://www.instagram.com/p/CaqT7eYgyYo,https://twitter.com/underaurora,http://www.facebook.com/underaurorabeauty,,{'font-scripts': ['Google Font API']},"{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.underaurora.net
https://www.linkedin.com/in/juliaton,https://www.instagram.com/project.1961/?hl=nl,,,,"{'photo-galleries': ['Lightbox'], 'javascript-frameworks': ['Lightbox', 'Modernizr', 'jQuery'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'cache-tools': ['WordPress Super Cache'], 'marketing-automation': ['Yoast SEO']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.project1961.com
https://www.linkedin.com/company/18641631/#LinkedIn,,,,,"{'font-scripts': ['Google Font API'], 'web-frameworks': ['Twitter Bootstrap'], 'video-players': ['YouTube']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.adordx.com
,,,,,"{'font-scripts': ['Google Font API'], 'ecommerce': ['WooCommerce'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.eratech.com.vn
,,,https://www.facebook.com/seashellvillageresorttx,"Seashell Village is near the beach, featuring large hotel rooms,  suites, condo-style kitchenettes, cottages, two pools and beautiful palm trees.","{'cms': ['Weebly'], 'javascript-frameworks': ['jQuery']}","{'event': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.seashellvillage.com
,,,,,"{'font-scripts': ['Google Font API'], 'ecommerce': ['WooCommerce'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'javascript-frameworks': ['jQuery']}","{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.jordansshore.com
,,,,,"{'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.hcargarage.com
,,,,,"{'editors': ['DreamWeaver'], 'font-scripts': ['Google Font API']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.farfungplaces.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",connection error,www.niharstationery.com
linkedin,instagram,twitter,facebook,description,technographic,company_type,validation_status,input_domain
http://www.linkedin.com/company/mikuska-group?trk=hb_tab_compy_id_224511,,http://www.twitter.com/mikuskagrp,http://www.facebook.com/pages/Mikuska-Group-Inc/108753355833667,"The Mikuska Group has extensive experience in fundraising consulting, sponsorship consulting, capital campaign consulting and relationship management and has helped organizations of all sizes achieve their potential.","{'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'javascript-frameworks': ['jQuery']}","{'event': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.mikuska.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",invalid website - This Site Is Currently Unavailable,www.dunnwellcc.com
https://de.linkedin.com/company/fisch-asset-management,,https://twitter.com/fisch_am,,"Fisch Asset Management ist ein auf ausgewählte Anlagestrategien spezialisierter Asset Manager und bietet Wandelanleihen-, Unternehmensanleihen- sowie konvexe Multi-Asset-Lösungen an. Ziel ist es, mittels aktivem Management Mehrwert für langfristige Anleger zu schaffen.","{'javascript-frameworks': ['RequireJS', 'jQuery', 'jQuery UI'], 'cms': ['Contao'], 'programming-languages': ['PHP']}","{'event': 'Yes', 'offer': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.fam.ch
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.willardhypnoticexperience.com
,,,,Sunnymead Ranch PCA Moreno Valley California,"{'font-scripts': ['Google Font API'], 'cms': ['Weebly'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.mysunnymead.com
,,,https://www.facebook.com/Metrocom-Ltd-155126708307027,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.metrocom.nz
https://uk.linkedin.com/company/darnell-it-solutions,,https://twitter.com/Darnell_ITS,https://www.facebook.com/DarnellITSolutions,,,"{'ecommerce': 'Yes', 'certificate': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.darnell-its.co.uk
,,,,"EarthSpectives specialize in foundation engineering and testing services such as Gamma-Gamma Logging, Cross Hole Sonic Logging, Pile Dynamic Analysis(PDA), etc.",,"{'job_page': 'Yes', 'job_opening_admin': 'No', 'job_opening_engg': 'No', 'job_opening_analytics': 'No', 'job_opening_IT': 'No', 'job_opening_marketing': 'No', 'job_opening_sales': 'No', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.earthspectives.com
,,,,,"{'widgets': ['AddThis'], 'javascript-frameworks': ['RequireJS', 'jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.salfilms.com
,,,,,"{'font-scripts': ['Font Awesome', 'Google Font API'], 'ecommerce': ['Magento'], 'programming-languages': ['PHP'], 'javascript-frameworks': ['Moment.js', 'jQuery'], 'widgets': ['OWL Carousel'], 'photo-galleries': ['jQuery', 'prettyPhoto'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.omegatax.com
,,,,,"{'font-scripts': ['Google Font API'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO'], 'javascript-frameworks': ['jQuery']}","{'job_page': 'Yes', 'community': 'Yes', 'job_opening_admin': 'No', 'job_opening_engg': 'No', 'job_opening_analytics': 'Yes', 'job_opening_IT': 'Yes', 'job_opening_marketing': 'Yes', 'job_opening_sales': 'No', 'ai_first': 'No', 'certificate': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.prestigecaregroup.com
https://www.linkedin.com/company/stacked-payments,,,https://www.facebook.com/StackedPayments,,"{'javascript-graphics': ['Javascript Infovis Toolkit'], 'javascript-frameworks': ['Lo-dash', 'Prototype', 'React'], 'cms': ['Wix']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.stackedpayments.com
,,,,,"{'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.griffitharchitects.com
,https://www.instagram.com/kmdikravmaga,,https://www.facebook.com/KMDI.Gym,,{'tag-managers': ['Google Tag Manager']},"{'certificate': 'Yes', 'offer': 'Yes', 'event': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.kmdi.com.au
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.londonriversidefoundation.org.uk
,,,https://de-de.facebook.com/verdinserhof,"texthtml; charset=utf-8 http-equiv=content-typemax-snippet:-1, max-image-preview:large, max-video-preview:-1 name=robotsDer Verdinserhof ist ein 4-Sterne-Wellnesshotel in Schenna bei Meran. Entdecken Sie diesen herrlichen Ort im Meranerland link crossorigin= href=https:fonts.googleapis.com rel=preco","{'font-scripts': ['Google Font API'], 'tag-managers': ['Google Tag Manager']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.verdinserhof.it
,,,https://www.facebook.com/BlackfordCountyAnimalShelter,,"{'font-scripts': ['Google Font API'], 'web-frameworks': ['Twitter Bootstrap']}","{'event': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.blackfordcountyanimalshelter.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",connection error,www.rwt-austria.at
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.tripowerc.com
,,,,,{'javascript-frameworks': ['jQuery']},"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.keithbinkley.com
linkedin,instagram,twitter,facebook,description,technographic,company_type,validation_status,input_domain
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.modernobistro.com
,,,,Manufacturers of quality marine seacocks forged from DZR brass corrosion resistant material. ISO approved seacock valves for boats.,"{'web-frameworks': ['Twitter Bootstrap'], 'ecommerce': ['WooCommerce'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO'], 'javascript-frameworks': ['jQuery']}","{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.seaseal.co.uk
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.sgpsf.org
https://ca.linkedin.com/in/geordie-mcdonald-050a9379,https://www.instagram.com/geowmcd,,https://www.facebook.com/encompasstvl,"Encompass Travel offers you authentic, unique and luxurious travel experiences in the world’s most captivating destinations.","{'font-scripts': ['Font Awesome', 'Google Font API'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.encompasstravel.ca
https://www.linkedin.com,https://www.instagram.com,https://twitter.com,https://www.facebook.com,,{'font-scripts': ['Google Font API']},"{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.swiftlease.co.uk
,,,,,"{'font-scripts': ['Font Awesome', 'Google Font API'], 'tag-managers': ['Google Tag Manager'], 'widgets': ['OWL Carousel'], 'javascript-frameworks': ['jQuery'], 'photo-galleries': ['jQuery'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.bangkokbase.com
